"paper_id","conceito_extraido","termo_original","definicao_ou_achado","eixo_conceitual","tipo_ontologico","sugestao_owl","relacoes","instrumento_ou_metrica","prejuizo_ou_efeito","tipo_de_evidencia","suporte_no_artigo","observacoes"
"P006","Cautela causal e qualidade da evidencia","reverse causality and self-report limitation","Os autores destacam risco de vies por estudos nao randomizados, definicoes/thresholds variados, desfechos autorrelatados e impossibilidade de excluir causalidade reversa.","metodologia","lacuna_de_evidencia","EVIDENCE_LIMITATION: PSUMentalHealthEvidenceLimitation candidateBroaderType ResearchLimitation","limitsCausalInferenceFor ProblematicSmartphoneUseMentalHealthAssociation; concerns SelfReport; concerns HeterogeneousThresholds","NA - nao aplicavel","NA - nao aplicavel","avaliacao GRADE e discussao de limitacoes","Strengths and limitations; Implications","Essencial para linguagem cautelosa na sintese."
"P012","Monitoramento passivo objetivo","passive objective monitoring","O artigo define monitoramento passivo como coleta unobtrusiva de dados por smartphone, sem entrada ativa do participante, permitindo observar padroes de comportamento em tempo real e por periodos continuos.","instrumentos e metricas; mecanismos digitais","metodo_de_mensuracao","CANDIDATE_MEASUREMENT_METHOD: PassiveObjectiveMonitoring","collectsBehaviouralTraceData; doesNotRequireActiveUserEntry; contrastsWith ActiveSmartphoneAssessment; complements SelfReportMeasure","smartphone logs; passive monitoring apps","NA - nao aplicavel","revisao sistematica; definicao metodologica","Introduction paragraphs p0040-p0050; Method p0055","Metodo de mensuracao, nao constructo psicologico. Usar para camada de evidencia objetiva/passiva."
"P012","Metricas objetivas/passivas de uso","screen time; app usage; usage patterns","As medidas passivas podem capturar tempo de tela, tempo de uso em minutos/horas, screen on/off, uso de aplicativos, launches, pickups/checks, notificacoes e padroes de comportamento ao longo do tempo.","instrumentos e metricas; uso problematico de smartphone","metrica_objetiva","CANDIDATE_MEASURE_FAMILY: ObjectivePassiveUsageMetric includes ScreenTimeMetric, ScreenOnOffMetric, AppUsageMetric, AppLaunchMetric, CheckingFrequencyMetric, NotificationMetric","candidateIndicatorFor ProblematicSmartphoneUse; lacksContextualSpecificity; notEquivalentTo ProblematicSmartphoneUse","screen time; screen on/off; most used apps; app launches; length of app use; notifications","NA - nao aplicavel","revisao sistematica; recomendacao metodologica","Abstract; Results p0085-p0105; Recommendations p0205-p0210","Metricas sao proxies comportamentais; nao devem substituir avaliacao de prejuizo/contexto."
"P012","Limites do autorrelato para comportamento automatico","self-report measures; automatic processes; retrospective estimates","A revisao argumenta que medidas de autorrelato e escalas psicometricas nem sempre capturam comportamentos automaticos, frequentes e retrospectivamente dificeis de estimar, especialmente checagens curtas e repetidas.","instrumentos e metricas; autorregulacao","limitacao_metodologica","EVIDENCE_LIMITATION: SelfReportMayMissAutomaticBehaviour","limitsMeasurementOf AutomaticChecking; limits RetrospectiveEstimation; contrastsWith PassiveMonitoring","self-report psychometric scales; retrospective estimates; passive monitoring apps","NA - nao aplicavel","revisao sistematica; justificativa metodologica","Introduction p0035-p0045","Complementa P003/P001/P002: escalas sao importantes, mas nao capturam todos os padroes automaticos."
"P012","Tempo de uso como indicador limitado","usage time; screen time; predefined usage cut-off","Tempo de uso foi a funcao mais monitorada, mas cutoffs de quatro a oito horas por dia variaram entre estudos; excesso de tempo nao indica necessariamente uso problematico sem considerar contexto, finalidade e tipo de atividade.","instrumentos e metricas; uso problematico de smartphone","cautela_conceitual","EVIDENCE_ASSESSMENT: ScreenTimeCutoffLimitation candidateBroaderType MeasurementLimitation","limits DiagnosticUseOf ScreenTimeMetric; requiresContext SmartphoneUseContext; distinguishes RequiredUse from ProblematicUse","screen time; usage time; cutoffs 4-8 h/day","NA - nao aplicavel","revisao sistematica; discussao metodologica","Discussion p0170-p0175; Recommendations p0210","Nao transformar tempo de tela em criterio diagnostico fixo. Manter separado de prejuizo funcional."
"P012","Padrao de checagem habitual","checking behaviours; pickups; frequency of use; Time per Interaction","Pickups, timestamps, screen on/off, notificacoes e Time per Interaction podem ajudar a inferir checagem frequente, interacoes curtas/fragmentadas e uso habitual ou automatico associado a PSU.","compulsao; autorregulacao; mecanismos digitais","comportamento_observavel","CANDIDATE_MEASURE: CheckingFrequency","candidateIndicatorOf HabitualSmartphoneUse; associatedWith ProblematicSmartphoneUse; measuredBy PickupCount, ScreenOnOffCount, TimePerInteraction, TimestampLog; noCausalDirectionAsserted","pickups; timestamps; screen on/off; Time per Interaction; notifications","NA - nao aplicavel","revisao sistematica; sintese de achados comportamentais","Objective assessment 3.3.2 p0120-p0130; Discussion p0180","Hábito nao e necessariamente negativo; modelar como indicador comportamental contextual, nao como prejuizo por si so."
"P012","Notificacao como pista de checagem","notifications as predictive measure; request for user attention","Notificacoes nao sao comportamento do usuario em si, mas podem ser monitoradas objetivamente como pista ou medida preditiva de checagem e resposta atencional ao smartphone.","atencao; mecanismos digitais; compulsao","sinal_contextual","CANDIDATE_MEASURE: NotificationCount","indirectPredictorOf CheckingBehaviour; cueAssociatedWith SmartphonePickup; requestsUserAttention; notDirectBehaviourMeasure","notification count; pickup count; screen activation","distracao potencial; checagem potencial","revisao sistematica; interpretacao metodologica","Results p0105; Objective assessment 3.3.2 p0120; Discussion p0180; Recommendations p0210","Evitar causalidade forte: notificacao como pista associada/preditiva, nao gatilho necessario."
"P012","Aplicativos especificos e contexto de uso","most used applications; app launches; length of app use; problematic vs required usage","Medidas por aplicativo, launches e duracao de uso ajudam a distinguir uso potencialmente problematico de uso requerido, porque tempo total de smartphone pode refletir trabalho, estudo, comunicacao ou lazer.","bem-estar digital; mecanismos digitais; instrumentos e metricas","indicador_contextual","CANDIDATE_CONTEXTUAL_INDICATOR: AppUsageContext candidateBroaderType SmartphoneUseContext","distinguishes RequiredUse from ProblematicUse; contextualizes ScreenTimeMetric; measuredBy MostUsedApps, AppLaunchCount, AppUseDuration","most used applications; app launches; length of app use","NA - nao aplicavel","revisao sistematica; recomendacao metodologica","Discussion p0175; Recommendations p0210","Importante para ontologia separar meio, app, finalidade e prejuizo."
"P012","Limites eticos e tecnicos do monitoramento passivo","battery life; dropout; privacy; data volume; mapping passive data","O monitoramento passivo enfrenta desafios de duracao da coleta, bateria, dropout, privacidade, volume de dados e dificuldade de mapear dados comportamentais para variaveis psicologicas especificas.","metodologia; instrumentos e metricas","limitacao_etica_metodologica","EVIDENCE_LIMITATION: PassiveMonitoringPrivacyAndInterpretationRisk","requiresPrivacySafeguards; difficultToMapToPsychologicalVariables; concerns BatteryImpact; concerns ParticipantDropout; concerns DataInterpretation","logs passivos; sensores/apps de smartphone; Screen Time iOS","privacy risk; participant reactivity/dropout risk; battery burden; interpretation risk","revisao sistematica; limitacao metodologica","Methodological challenges 4.2 p0190-p0200; Limitations p0225","Dados objetivos nao sao verdade pura; exigem interpretacao teorica, consentimento e protecao de privacidade."
"P009","Regulacao emocional","emotion regulation","O artigo enquadra regulacao emocional como processo amplo de controle e modulacao das emocoes que favorece adaptacao, funcionamento e bem-estar; dificuldades nesse processo sao tratadas como desregulacao emocional.","autorregulacao; prejuizo e bem-estar digital","dimensao_psicologica","CANDIDATE_PSYCHOLOGICAL_DIMENSION: EmotionRegulation candidateBroaderType PsychologicalProcess","supports SelfRegulationCapacity; relatedTo Wellbeing; inverseRiskRelatedTo EmotionDysregulation","ERQ; CERQ; DERS; DERS-18; DERS-SF; EMSS; ERSA","NA - nao aplicavel","revisao sistematica e meta-analise; enquadramento conceitual","Introduction; Abstract; Table 1 abbreviations","Modelar regulacao emocional como processo psicologico amplo, nao como escala nem diagnostico."
"P009","Desregulacao emocional associada a PSU","emotion dysregulation; problematic smartphone use","A revisao incluiu 21 estudos e 8223 participantes; 17 de 18 estudos com escore total de PSU indicaram associacao positiva entre desregulacao emocional e PSU, e as meta-analises encontraram correlacoes positivas moderadas entre ED e PSU.","autorregulacao; uso problematico de smartphone","achado_empirico","EVIDENCE_STATEMENT: EmotionDysregulationPSUAssociation candidateBroaderType AssociationFinding","associatedWith ProblematicSmartphoneUse; measuredBy DERS, DERS-SF, SAS, SPAI; hasPooledCorrelationApprox 0.416; noCausalDirectionAsserted","DERS; DERS-SF; SAS; SPAI; pooled r 0.416 and 0.42 in subgroup meta-analyses","dificuldade de regulacao emocional associada a PSU","revisao sistematica e meta-analise de estudos transversais","Abstract; Results 3.1.6; Discussion paragraph on overall findings","Associacao moderada, nao causalidade; meta-analise teve alta heterogeneidade entre estudos."
"P009","Dominios de desregulacao emocional relacionados a PSU","expressive suppression; impulse control difficulties; lack of emotional clarity; rumination; catastrophizing; self-blame; blaming others","Sete dominios de desregulacao emocional foram consistentemente correlacionados positivamente com PSU: supressao expressiva, dificuldades de controle de impulso, falta de clareza emocional, ruminacao, catastrofizacao, auto-culpa e culpar outros.","autorregulacao; compulsao","dimensao_psicologica","CANDIDATE_PSYCHOLOGICAL_DIMENSION: EmotionDysregulationDomain candidateBroaderType PsychologicalFeature","domainAssociatedWith ProblematicSmartphoneUse; includes ExpressiveSuppression; includes ImpulseControlDifficulty; includes Rumination; includes Catastrophizing; noCausalDirectionAsserted","DERS; CERQ; ERQ; ED domain correlations","ruminacao; catastrofizacao; baixa clareza emocional; dificuldade de controle de impulso","sintese de dominios em revisao sistematica","Results 3.1.7; Discussion paragraph on seven ED domains","Tratar dominios como features psicologicas candidatas; nao transformar em criterios necessarios de PSU."
"P009","Supressao expressiva e PSU","expressive suppression","Supressao expressiva foi o dominio de regulacao emocional confirmado em meta-analise especifica, mas com correlacao positiva fraca com PSU; um achado indicou relacao com uso de conteudo/entretenimento, nao com uso social/interpessoal.","autorregulacao; mecanismos digitais","achado_empirico","EVIDENCE_STATEMENT: ExpressiveSuppressionPSUAssociation candidateBroaderType AssociationFinding","associatedWith ProblematicSmartphoneUse; weakAssociationWith PSU; mayRelateTo ContentOrEntertainmentUse; notConsistentlyAssociatedWith SocialSupportUse; noCausalDirectionAsserted","ERQ expressive suppression; pooled r 0.14 in meta-analysis","uso de smartphone como possivel supressao/distração de afeto negativo","meta-analise de subdominio e achado de estudo individual","Abstract; Results 3.1.7; Discussion paragraph on expressive suppression and content/entertainment use","Usar como ponte cautelosa para motivacao de uso e mecanismos digitais; evidencia de dominio especifico e fraca/mista."
"P009","Desregulacao emocional e dimensoes de PSU","positive anticipation; cyberspace-oriented relationship; tolerance; functional impairment; frequency of use; amount of use","A associacao entre ED e PSU variou por dominio: ED foi relacionada a antecipacao positiva, relacionamento orientado ao ciberespaco, tolerancia e prejuizo funcional em alguns estudos, mas nao apareceu de modo consistente para disturbio da vida diaria, abstinencia, frequencia ou quantidade de uso.","autorregulacao; instrumentos e metricas; uso problematico de smartphone","relacao_conceitual","CANDIDATE_CONCEPTUAL_RELATION: EmotionDysregulationRelatesToSpecificPSUDomains","associatedWith PositiveAnticipation; associatedWith CyberspaceOrientedRelationship; associatedWith ToleranceLikeControlFailure; associatedWith FunctionalImpairment; notEquivalentTo SmartphoneUseFrequency; notEquivalentTo AmountOfUse","SAS domains; SPAI functional impairment; frequency/amount of use measures","prejuizo funcional como dominio associado em SPAI; quantidade/frequencia insuficientes","sintese de dominios e estudos individuais em revisao sistematica","Results 3.1.6; Discussion paragraph on PSU domains and amount/frequency of use","Reforca separacao ontologica entre dimensoes psicologicas de PSU e metricas agregadas de uso."
"P009","Limitacao causal e heterogeneidade em ER-PSU","cross-sectional design; heterogeneity; direction of relationship","Todos os estudos incluidos foram transversais e classificados como nivel IV; os autores destacam heterogeneidade conceitual e de medidas em ER/PSU e necessidade de estudos que investiguem a direcao da relacao entre desregulacao emocional e PSU.","metodologia; autorregulacao","lacuna_de_evidencia","EVIDENCE_LIMITATION: EmotionRegulationPSUCausalInferenceLimitation candidateBroaderType ResearchLimitation","limitsCausalInferenceFor EmotionDysregulationPSUAssociation; concerns CrossSectionalEvidence; concerns MeasurementHeterogeneity; requires LongitudinalEvidence","NHMRC level IV evidence; heterogeneous ER and PSU measures","NA - nao aplicavel","avaliacao de qualidade e limitacao declarada pelos autores","Results 3.1.2 Quality Assessment; Strengths and Limitations; Discussion on direction of relationship","Gate anti-causalidade: nao afirmar que ED causa PSU nem que PSU causa ED nesta matriz."
"P014","Distracao por smartphone","smartphone distraction","O artigo conceitua distracao por smartphone como processo cognitivo-emotivo multidimensional ligado a perda de atencao, vigilancia online, uso do smartphone para regulacao emocional e multitarefa, podendo operar como estrategia adaptativa ou maladaptativa no contexto digital.","atencao; autorregulacao; mecanismos digitais","classe_conceitual","CANDIDATE_CONCEPT: SmartphoneDistraction candidateBroaderType DigitalAttentionDisruption","relatedTo AttentionalControl; relatedTo EmotionRegulation; associatedWith ProblematicSmartphoneUse; associatedWith CheckingBehaviour; noCausalDirectionAsserted","Smartphone Distraction Scale (SDS)","perda atencional; possivel interferencia em atividades; possivel uso para alivio de sofrimento","desenvolvimento conceitual e validacao psicometrica","Abstract; Introduction; Smartphone Distraction and Relevant Psychological Constructs; Discussion","Modelar como constructo psicologico-digital, nao como diagnostico nem criterio suficiente de PSU."
"P014","Smartphone Distraction Scale","Smartphone Distraction Scale; SDS","A SDS foi desenvolvida e validada como escala de 16 itens, em formato Likert de 5 pontos, para medir distracao por smartphone em quatro fatores: atencao impulsiva, vigilancia online, regulacao emocional e multitarefa.","instrumentos e metricas; atencao","instrumento_psicometrico","INSTRUMENT: SmartphoneDistractionScale candidateBroaderType PsychometricInstrument","measures SmartphoneDistraction; hasFactor AttentionImpulsiveness; hasFactor OnlineVigilance; hasFactor EmotionRegulation; hasFactor Multitasking; notDiagnosticInstrument","16-item SDS; 5-point Likert; overall Cronbach alpha 0.87","NA - nao aplicavel","validacao psicometrica com EFA, CFA, validade de constructo e invariancia por genero","Abstract; Scale Development; Psychometric Properties of the Smartphone Distraction Scale; Reliability","Instrumento de rastreio/medida de distracao; nao diagnostica dependencia, PSU ou transtorno atencional."
"P014","Dimensoes da SDS","attention impulsiveness; online vigilance; emotion regulation; multitasking","O modelo final da SDS organiza a distracao por smartphone em quatro fatores: impulsividade atencional ligada a notificacoes/presenca do aparelho, vigilancia online e checagem, uso para regulacao emocional e multitarefa/interferencia.","atencao; autorregulacao; mecanismos digitais","dimensao_de_instrumento","SCALE_DIMENSION: SmartphoneDistractionDimension candidateBroaderType PsychometricScaleFactor","partOf SmartphoneDistractionScale; includes AttentionImpulsiveness; includes OnlineVigilance; includes SmartphoneDistractionEmotionRegulation; includes SmartphoneMultitasking","SDS subscales: alpha 0.84, 0.74, 0.80, 0.75 respectively","interferencia cotidiana; atencao dividida; pre-ocupacao online","estrutura fatorial e consistencia interna","Scale Development; Results Psychometric Properties; Reliability; Discussion","Fatores da escala, nao criterios ontologicos obrigatorios para definir PSU."
"P014","Distracao e autorregulacao deficiente","deficient self-regulation; problematic social media use","A SDS apresentou associacoes com autorregulacao deficiente, uso problematico de redes sociais, menor controle atencional e menor atencao plena, apoiando validade convergente e uma ponte cautelosa entre distracao, checagem e uso problematico.","autorregulacao; atencao; uso problematico de smartphone","achado_empirico","EVIDENCE_STATEMENT: SmartphoneDistractionSelfRegulationAssociation candidateBroaderType AssociationFinding","associatedWith DeficientSelfRegulation; associatedWith ProblematicSocialMediaUse; inverselyAssociatedWith AttentionalControl; inverselyAssociatedWith MindfulAttention; proposedPathwayFor ProblematicSmartphoneUse; noCausalDirectionAsserted","SDS correlations: social media addiction 0.595; deficient self-regulation 0.470; attentional control -0.365; mindful attention -0.514","autorregulacao deficiente; menor controle atencional; uso problematico de redes sociais","validade convergente e correlacional em estudo psicometrico","Table 5 criterion-related validity; Discussion paragraph on convergent validity","Associacao empirica direta mais forte e com uso problematico de redes sociais; ponte para PSU deve permanecer conceitual e cautelosa."
"P014","Pistas digitais e descontinuidade atencional","notifications; exogenous cues; endogenous cues; attention discontinuity","O artigo adapta modelos de atencao para explicar distracao por smartphone como conflito entre pistas externas, como notificacoes, e pistas internas, como expectativas e preocupacoes, resultando em descontinuidade atencional e dificuldades de controle executivo.","mecanismos digitais; atencao; compulsao","relacao_conceitual","CANDIDATE_CONCEPTUAL_RELATION: SmartphoneCueAttentionDiscontinuity","NotificationCue relatedTo ExogenousAttentionCue; OnlineExpectation relatedTo EndogenousAttentionCue; cueConflictAssociatedWith AttentionDiscontinuity; relatedTo ExecutiveControlDifficulty; noCausalDirectionAsserted","modelo de redes atencionais de Posner adaptado para distracao por smartphone","descontinuidade da atencao; dificuldade de inibicao/controle executivo","enquadramento teorico usado na construcao da escala","Introduction; Figure 1; Smartphone Distraction and Relevant Psychological Constructs","Usar para ligar notificacoes/checagem a mecanismos atencionais, sem afirmar causalidade universal."
"P014","Limites de generalizacao da SDS","test-retest reliability; convenience self-selected sample; self-report questionnaires","Os autores indicam que a SDS ainda requer investigacao com amostras etnicamente diversas, diferentes idades, outros contextos, estabilidade teste-reteste, invariancia transcultural, validade preditiva e combinacao com dados comportamentais/biometricos.","metodologia; instrumentos e metricas","lacuna_de_evidencia","EVIDENCE_LIMITATION: SmartphoneDistractionScaleValidationLimitation candidateBroaderType ResearchLimitation","limitsGeneralizationOf SmartphoneDistractionScale; concerns ConvenienceStudentSample; concerns SelfReportBias; requires TestRetestReliability; requires CrossCulturalValidation; requires PredictiveValidity; couldBeComplementedBy BehaviouralData","SDS; self-report questionnaires; potential behavioral and biometric data","NA - nao aplicavel","limitacoes declaradas pelos autores e agenda de validacao futura","Discussion paragraphs on further investigation and potential limitations","Nao generalizar para todos os usuarios, culturas, idades ou dispositivos; amostra principal foi de estudantes universitarios britanicos."
"P010","Motivos de uso do smartphone","smartphone use motives","A revisao sistematica agrupou os motivos de uso do smartphone em sete categorias amplas: socializacao, regulacao de humor, autoidentidade/conformidade, passar o tempo, busca de informacao, aprimoramento/entretenimento e seguranca.","motivacao; autorregulacao; uso problematico de smartphone","taxonomia_conceitual","CANDIDATE_TAXONOMY: SmartphoneUseMotive includes SocialMotive, MoodRegulationMotive, SelfIdentityConformityMotive, PassTimeMotive, InformationSeekingMotive, EnhancementMotive, SafetyMotive","motiveFor SmartphoneUse; candidateExplanatoryFactorFor ProblematicSmartphoneUse; notEquivalentTo SmartphoneUseType; notEquivalentTo Expectancy","19 motive measures; 72 dimensions; 55 labels","NA - nao aplicavel","revisao sistematica de 44 estudos","Abstract; Heterogeneity in Smartphone Use Motives Measures; Categorising Smartphone Use Motives","Usar como taxonomia candidata; categorias foram harmonizadas pelos autores diante de forte heterogeneidade terminologica."
"P010","Motivo de regulacao de humor e PSU","mood regulation motives","Todos os 16 estudos que examinaram motivos de regulacao de humor encontraram associacoes positivas significativas com PSU; os efeitos bivariados e multivariados foram majoritariamente medios a grandes.","autorregulacao; motivacao; uso problematico de smartphone","achado_empirico","EVIDENCE_STATEMENT: MoodRegulationMotivePSUAssociation candidateBroaderType AssociationFinding","associatedWith ProblematicSmartphoneUse; relatedTo NegativeReinforcement; relatedTo CompensatorySmartphoneUse; noCausalDirectionAsserted","smartphone use motive measures; PSU scales including SAS-SV and adapted PSU measures","uso do smartphone para aliviar ou regular afeto negativo","sintese narrativa em revisao sistematica","Abstract; Mood Regulation Motives; Discussion The Role of Motives in Pathways to PSU","Eixo forte para integrar P009: regulacao emocional/desregulacao emocional e uso compensatorio, sem afirmar causalidade."
"P010","Motivo de passar o tempo e PSU","pass-time motives; pastime","De 11 estudos sobre motivos de passar o tempo, 10 encontraram associacoes positivas com PSU; os autores sugerem que esse motivo pode operar tanto como fator precipitante quanto mantenedor, embora com evidencia majoritariamente transversal.","motivacao; habito; compulsao","achado_empirico","EVIDENCE_STATEMENT: PassTimeMotivePSUAssociation candidateBroaderType AssociationFinding","associatedWith ProblematicSmartphoneUse; relatedTo BoredomAvoidance; candidateMaintainingFactorFor ProblematicSmartphoneUse; noCausalDirectionAsserted","pass-time motive dimensions across motive measures","uso por tedio; uso habitual potencial; manutencao de uso problematico","sintese narrativa em revisao sistematica","Pass-Time Motives; Motives as Mediators or Moderators; Discussion","Boa ponte para checagem habitual/automaticidade, mas nao confundir passatempo com prejuizo por si so."
"P010","Motivos sociais, aprimoramento, autoidentidade e seguranca","social; enhancement; self-identity/conformity; safety motives","Motivos sociais, de aprimoramento/entretenimento, autoidentidade/conformidade e seguranca foram geralmente positivamente associados a PSU, mas com efeitos menores ou evidencias menos robustas em alguns subgrupos e modelos ajustados.","motivacao; mecanismos digitais; uso problematico de smartphone","achado_empirico","EVIDENCE_STATEMENT: OtherSmartphoneUseMotivesPSUAssociations candidateBroaderType AssociationFinding","SocialMotive associatedWith ProblematicSmartphoneUse; EnhancementMotive associatedWith ProblematicSmartphoneUse; SelfIdentityConformityMotive associatedWith ProblematicSmartphoneUse; SafetyMotive associatedWith ProblematicSmartphoneUse; noCausalDirectionAsserted","motive dimensions across 44 included studies","uso para socializacao, entretenimento, conformidade/status ou seguranca","sintese narrativa de associacoes bivariadas/multivariadas","Social Motives; Self-Identity/Conformity Motives; Enhancement Motives; Safety Motives","Registrar como associacoes candidatas, nao como categorias centrais obrigatorias; efeitos sociais foram geralmente pequenos e por vezes perdem significancia com covariaveis."
"P010","Motivos como via final para PSU","final common pathway; compensatory internet use theory; pathway model","A revisao encontrou efeitos indiretos de depressao, ansiedade, solidao, intolerancia a incerteza e fatores transdiagnosticos sobre PSU via motivos, especialmente regulacao de humor; os autores discutem motivos como possivel via final em modelos motivacionais e de caminhos para PSU.","autorregulacao; motivacao; modelos explicativos","relacao_conceitual","CANDIDATE_CONCEPTUAL_RELATION: SmartphoneUseMotiveAsPathwayToPSU","mayMediate PsychosocialRiskFactor ProblematicSmartphoneUse; MoodRegulationMotive mediates NegativeAffectPSUAssociation; alignsWith CompensatoryInternetUseTheory; alignsWith PathwayModel; noCausalDirectionAsserted","indirect and moderating effects reported across included studies; one longitudinal study noted","uso compensatorio; alivio de emocoes negativas; risco de PSU","sintese de mediadores e moderadores em revisao sistematica","Motives as Mediators or Moderators; Excessive Reassurance Pathway; Discussion The Role of Motives in Pathways to PSU","Usar como mecanismo proposto/candidato; quase todos os estudos eram transversais, com apenas um longitudinal."
"P010","Heterogeneidade conceitual e limites causais dos motivos","measurement and conceptual heterogeneity; lack of prospective investigations","A revisao identificou heterogeneidade substancial nas medidas de motivos, possivel confusao entre motivos, expectativas e usos, predominio de estudos transversais e necessidade de escala abrangente e validada especifica para motivos de uso de smartphone.","metodologia; instrumentos e metricas; motivacao","lacuna_de_evidencia","EVIDENCE_LIMITATION: SmartphoneUseMotivesEvidenceLimitation candidateBroaderType ResearchLimitation","limitsCausalInferenceFor MotivePSUAssociation; concerns CrossSectionalEvidence; concerns MotiveMeasureHeterogeneity; distinguishes Motive from Expectancy; distinguishes Motive from SmartphoneUseType; requires ProspectiveEvidence; requires ValidComprehensiveMotiveMeasure","19 motive measures; 55 dimension labels; multiple PSU scales/adapted measures","NA - nao aplicavel","limitacoes declaradas e avaliacao metodologica em revisao sistematica","Risk of Bias; Heterogeneity in Smartphone Use Motives Measures; Measurement and Conceptual Heterogeneity; Limitations and Directions for Future Research","Gate anti-causalidade: nao inferir relacao temporal entre motivos e PSU; separar motivo, expectativa, uso/conteudo e prejuizo."
"P016","Smartphone como meio de atividades problematicas","smartphone as the medium; addiction to vs addiction on the smartphone","A revisao enquadra o smartphone como meio comum para uma ou mais atividades potencialmente problematicas, incluindo redes sociais, e recomenda distinguir uso problematico do dispositivo de uso problematico de aplicativos ou conteudos especificos.","delimitacao conceitual; uso problematico de smartphone; mecanismos digitais","cautela_conceitual","CONCEPTUAL_CAUTION: SmartphoneAsMediumNotActivity","SmartphoneDevice enables SmartphoneAppUse; ProblematicSmartphoneUse overlapsWith ProblematicSocialMediaUse; ProblematicSmartphoneUse notEquivalentTo ProblematicSocialMediaUse; SmartphoneUseContext requires AppSpecificContext","NA - nao aplicavel","risco de confundir meio, atividade e prejuizo","revisao sistematica e discussao conceitual","Purpose of Review; Aim; Conclusions","Linha central para a ontologia: separar dispositivo, aplicativo/conteudo, comportamento e prejuizo funcional."
"P016","Uso problematico de redes sociais","problematic social media use; PSMU","PSMU e descrito como termo guarda-chuva para uso problematico de websites e aplicativos sociais, incluindo redes sociais tradicionais, blogs, YouTube e mensageria instantanea como WhatsApp e Facebook Messenger.","redes sociais; mecanismos digitais; uso problematico de smartphone","classe_conceitual","CANDIDATE_CONCEPT: ProblematicSocialMediaUse candidateBroaderType ProblematicDigitalActivity","canOccurOn SmartphoneDevice; canOccurOn DesktopDevice; includes ProblematicInstantMessagingUse; includes ProblematicSocialNetworkingUse; notEquivalentTo ProblematicSmartphoneUse","Social Media Disorder Scale; Bergen Social Media Addiction Scale; ad hoc PSMU measures","prejuizos em escola, trabalho, familia e amigos quando uso e problematico","enquadramento conceitual em revisao sistematica","Problematic Social Media Use section; Methods of Assessing PSU and PSMU","PSMU e atividade/conteudo; pode ser acessada por smartphone, tablet ou desktop."
"P016","Sobreposicao parcial entre PSU e PSMU","partial overlap; medium to large associations","A revisao incluiu 13 estudos e encontrou associacoes medias a grandes entre PSU e PSMU; os autores concluem que os fenomenos se sobrepoem parcialmente, mas diferencas alem das comunalidades devem ser consideradas.","delimitacao conceitual; redes sociais; uso problematico de smartphone","achado_empirico","EVIDENCE_STATEMENT: PSUPSMUPartialOverlap candidateBroaderType AssociationFinding","ProblematicSmartphoneUse associatedWith ProblematicSocialMediaUse; partialOverlapWith ProblematicSocialMediaUse; noEquivalenceAsserted; noCausalDirectionAsserted","18 correlations in 12 studies; effect sizes medium to large; 13 studies included","sobreposicao de sintomas/criterios addiction-like e possivel confusao de mensuracao","revisao sistematica de associacoes correlacionais","Recent Findings; Association Between PSU and PSMU; Conclusions","Usar como evidencia de relacionamento entre constructos, nao como identidade entre eles."
"P016","WhatsApp e mensageria instantanea como maior area de sobreposicao","problematic WhatsApp use; instant messaging apps","As maiores correlacoes revisadas ocorreram entre PSU e uso problematico de WhatsApp ou PSMU geral; os autores argumentam que WhatsApp e mensageria instantanea sao particularmente ligados ao smartphone por desenho e uso cotidiano.","redes sociais; mecanismos digitais; aplicativos especificos","achado_empirico","EVIDENCE_STATEMENT: InstantMessagingPSUOverlap candidateBroaderType AssociationFinding","ProblematicWhatsAppUse strongOverlapWith ProblematicSmartphoneUse; InstantMessagingAppUse commonlyOccursOn SmartphoneDevice; appSpecificUse contextualizes ProblematicSmartphoneUse; noCausalDirectionAsserted","adapted SAS for WhatsApp/Facebook/Instagram disorders; correlations above 0.70 for some WhatsApp/general PSMU comparisons","risco de PSU estar capturando uso problematico de mensageria ou redes sociais","sintese de estudos correlacionais e comparacoes por aplicativo","Methods of Assessing PSU and PSMU; Association Between PSU and PSMU; Conclusions","Evitar extrapolar para todos os apps; usar como pista para avaliar app/conteudo especifico."
"P016","Avaliar PSU por tipos especificos de aplicativo","focus on specific types of apps used rather than a more holistic phenomenon","Os autores recomendam estudar PSU com foco nos tipos de aplicativos usados e no contexto de uso, em vez de tratar o smartphone apenas como fenomeno holistico indiferenciado.","instrumentos e metricas; mecanismos digitais; metodologia","principio_de_modelagem","MODELING_PRINCIPLE: AppSpecificPSUAssessment","requires AppTypeContext; distinguishes DeviceUse from AppUse; contextualizes ScreenTimeMetric; contextualizes ProblematicSmartphoneUse; supports DigitalActivityGranularity","app-specific PSU/PSMU measures; preferred app/device information","melhor delimitacao entre uso requerido, uso social, mensageria, entretenimento e prejuizo","recomendacao metodologica derivada de revisao sistematica","Summary; Problematic Smartphone Use; Aim; Conclusions","Conecta P012: tempo total de tela e insuficiente sem contexto de app, finalidade e prejuizo."
